,src,rel,tgt,time,text
164,Police (India),Provide humanitarian aid,India,2015-12-28,"Acting on a tip-off from officials of Bengal's child welfare committee, the railway police detained one of the accused and rescued the girl from Madhupur station in Jharkhand late on Sunday night."
165,Police (India),Provide humanitarian aid,India,2015-12-28,"The city police sprang into action, rescuing the 19-yearold woman from the Dwarka Expressway in a matter of four hours."
166,India,Rally support on behalf of,Jawaharlal Nehru,2015-12-28,"NEW DELHI,NATIONAL An unexpected criticism of former Prime Minister Jawaharlal Nehru in a Congress mouthpiece in Mumbai evoked a mixed response across the political spectrum, including in Jammu and Kashmir, on Monday."
167,India,"Arrest, detain, or charge with legal action",Air Force (India),2015-12-29,"Ranjith K.K., hailing from Kerala, was arrested from Punjab at the Bathinda airbase as he was spying for Pakistan's Inter-Services Intelligence (ISI), police said."
168,India,"Arrest, detain, or charge with legal action",Citizen (India),2015-12-29,"Ranjith Singh, hailing from Kerala, was arrested from Punjab at the Bhatinda airbase."
169,India,"Arrest, detain, or charge with legal action",Citizen (India),2015-12-29,"The vigilance court had found the appellant guilty and had sentenced him to four years' rigorous imprisonment and to pay a fine of Rs 50,000."
170,India,"Arrest, detain, or charge with legal action",Armed Rebel (India),2015-12-29,"'They were wanted in several cases in the Latehar region...it is a good indication that rebels are showing the intent to embrace mainstream life and shun their guns,' Pradhan said."
171,India,"Arrest, detain, or charge with legal action",Military (India),2015-12-29,"Kolkata, Dec. 30 -- A Howrah district court has sent army jawan Manjarish Tripathy to four days' police custody a day after he was arrested by Madhupur government railways police station (GRPS) in Jharkhand on charges of gang raping a minor on an Amritsarbound train."
172,India,"Arrest, detain, or charge with legal action",Citizen (India),2015-12-29,"Two ISIS sympathisers detained in Nagpur recently, who are now facing imminent arrest by the Telangana police, were going to J&amp;K for training to hone their skills to be able to join the ISIS, according to the latest reports with the Central security agencies."
173,India,Make an appeal or request,Ajit Doval,2015-12-29,"New Delhi, Dec 29 (IANS) Former solicitor general Gopal Subramanium, who heads the Delhi government's proposed panel to inquire into the 'DDCA scam', has asked National Security Advisor Ajit Doval for officers who will make up his investigating team."
174,India,Make an appeal or request,Business (India),2015-12-29,"LUCKNOW: To address the shortage of traffic police personnel in Lucknow, the state government on Tuesday asked officials to ensure availability of at least 300 home guards to the district administration for traffic management from the first week of January."
175,Ali Tayyebnia,Make a visit,India,2015-12-29,"Iran's influential minister of economic affairs and finance, Ali Tayyebnia, visited New Delhi last weekend for the first ever meeting of a new trade-cum-diplomatic mechanism set up by the two countries in a bid to inject speed in long-stuck projects like Chabahar."
176,N. Chandrababu Naidu,Make a visit,India,2015-12-29,"After arriving at the Puttaparthi airport by a special aircraft from Hyderabad, Mr. Narasimhan and Mr. Naidu reached the venue of the programme at Srinagar Colony here by a helicopter."
177,Engineer (Belgium),Make a visit,India,2015-12-29,"The Belgian Engineer likes to travel cruises until he settled in Egypt in the early nineteenth century after his stay in India for a while, and decided to build private mansion near the Egyptian capital, but he wanted him to be the privileged position in its location and design to لينجذب people centered around it."
178,E.S.L. Narasimhan,Make a visit,India,2015-12-29,"After arriving at the Puttaparthi airport by a special aircraft from Hyderabad, Mr. Narasimhan and Mr. Naidu reached the venue of the programme at Srinagar Colony here by a helicopter."
179,Ali Tayyebnia,Make a visit,India,2015-12-29,Iran's Economy Minister Tayyebnia is visiting India for a bilateral Joint Commission meeting co-chaired by Indian External Affairs Minister Sushma Swaraj.
180,Li Yuanchao,Make a visit,India,2015-12-29,"This year saw a series of high-level visits from both sides, including Prime Minister Narendra Modi's trip to Beijing, External Affairs Minister Sushma Swaraj and Home Minister Rajnath Singh's visits to China and Chinese Vice President Li Yuanchao's trip to India."
181,Narendra Modi,Make a visit,India,2015-12-29,"NOIDA: Ahead of Prime Minister Narendra Modi's scheduled visit to Noida on December 31, officials from the intelligence bureau, special protection group (SPG), UP Police and GB Nagar district administration held an advanced security liason meeting here on Monday."
182,Ali Tayyebnia,Make a visit,India,2015-12-29,Iran’s Economy Minister Tayyebnia is visiting India for a bilateral Joint Commission meeting co-chaired by Indian External Affairs Minister Sushma Swaraj.
183,Narendra Modi,Make a visit,India,2015-12-29,"Addressing the national conference of Dalit entrepreneurs organised by the Dalit Indian Chambers of Commerce and Industry (DICCI) in the capital, Mr. Modi said that nearly 80 lakh people have been granted loans worth Rs.50,000 crore without any collateral under the PM’s Mudra scheme in its first eight months."
184,Xi Jinping,Make a visit,India,2015-12-29,Modi's visit like that of Chinese President Xi Jinping's trip to India last year focussed more on do-ables while stepping engagement to resolve boundary dispute and measures to deal with issue of incursions.
185,India,Sign formal agreement,Iran,2015-12-29,New Delhi: India is rushing to conclude a $80-billion deal with Iran to build two berths at the strategic Chabahar port as Tehran edges closer to ridding itself of crippling economic sanctions and woos New Delhi's rivals like Beijing.
186,Citizen (India),"Abduct, hijack, or take hostage",India,2015-12-29,"Dhananjaya Paudel (20) from Bharatpur Sub-Metropolitan City-20 was abducted and taken hostage by three persons recently, according to police."
187,Police (India),Investigate,India,2015-12-29,Inspector general of police (jail) Suman Gupta inspected the jail here on Tuesday and interrogated one of the two gangsters.
188,Citizen (India),Use unconventional violence,India,2015-12-29,"Police said Bhola (42), who is suspected to be involved in a gambling racket, attacked Jyoti Verma (32) of Mohanpura area in a dispute over money."
189,Citizen (India),Use unconventional violence,India,2015-12-29,'Congress workers and leaders launched an attack on a BJP procession in Guwahati.
190,Citizen (India),Use unconventional violence,India,2015-12-29,"New Delhi, Dec 29 (IANS) Escalating his attack on the Delhi and District Cricket Association (DDCA), Chief Minister Arvind Kejriwal accused one of its officials of seeking sex for selecting cricketers and said he had no qualms about calling Prime Minister Narendra Modi a 'coward' and a 'psychopath'."
191,Citizen (India),Use unconventional violence,India,2015-12-29,"BALLARI,KARNATAKA B. Sriramulu, MP, who is a close associate of mining baron G. Janardhan Reddy, has said that the Lokayukta raid on the latter’s houses in Ballari and Bengaluru on Tuesday smacked of political vendetta by the Siddaramaiah government."
192,Military Personnel (India),Express intent to meet or negotiate,India,2015-12-29,"Union Finance Minister Arun Jaitley will visit Mumbai, while his junior at the Information and Broadcasting Ministry, Col. Rajyavardhan Rathore will be visiting Meerut and Rampur (the stomping ground of Uttar Pradesh Minister Azam Khan)."
193,Narendra Modi,Express intent to meet or negotiate,India,2015-12-29,Modi is expected to visit Dhudike village - the birthplace of Lala Lajpat Rai - in Moga district on January 28 to pay tributes to the freedom fighter.
194,Foreign Affairs (Syria),Express intent to meet or negotiate,India,2015-12-29,Diplomatic sources also informed that Syrian Foreign Minister Walid Moalem is expected to visit New Delhi soon.
195,Arun Jaitley,Express intent to meet or negotiate,India,2015-12-29,"Union Finance Minister Arun Jaitley will visit Mumbai, while his junior at the Information and Broadcasting Ministry, Col. Rajyavardhan Rathore will be visiting Meerut and Rampur (the stomping ground of Uttar Pradesh Minister Azam Khan)."
196,Ministry (India),Express intent to meet or negotiate,India,2015-12-29,Roads and Highways Minister Nitin Gadkari will visit two areas in Jharkhand including Ranchi.
197,India,Engage in diplomatic cooperation,Maldives,2015-12-29,The President's Office said that the two also discussed on strengthening the long-lasting ties between Maldives and India in different sectors.
198,India,Make statement,Police (India),2015-12-29,"LUCKNOW: To address the shortage of traffic police personnel in Lucknow, the state government on Tuesday asked officials to ensure availability of at least 300 home guards to the district administration for traffic management from the first week of January."
199,Narendra Modi,Make statement,India,2015-12-29,"New Delhi: Prime Minister Narendra Modi on Monday said that India attaches high importance to its relations with Iran and expressed keenness to further strengthen ties with it, including in the areas of trade, investment, oil and gas, connectivity and port development."
200,Sushma Swaraj,Make statement,India,2015-12-29,"In the Joint Commission meeting, Swaraj said India considers Iran as an important partner and expressed satisfaction at the growing bilateral interaction in diverse areas."
201,Labor and Employment Ministry (India),Make statement,India,2015-12-29,"SRIKAKULAM,ANDHRA PRADESH Minister for Labour K. Atchannaidu on Tuesday said the government made all arrangements for procurement of paddy and would ensure minimum support price (MSP)."
202,Protester (India),Make statement,India,2015-12-29,"The protesters said that construction of the memorial will diminish the attraction of the historically important pond, known for its natural beauty."
203,Business (India),Make statement,India,2015-12-29,He said several infrastructure projects like construction of an indoor stadium and parks had been pending in his ward for decades.
204,Lashkar-e-Taiba,Use conventional military force,Pakistan,2015-12-29,"New Delhi: In the wake of the New Year festivities, the Centre has asked all states to be extra vigilant to thwart any attempt by terrorists and subversive elements to disrupt peace, particularly in the wake of the recent Paris attacks and continuing efforts by Pakistan based Lashkar e Tayyaba to carry out terror strikes in the country."
205,Arvind Kejriwal,Use conventional military force,India,2015-12-29,Kejriwal alleged the central government was conducting Central Bureau of Investigation raids at his office while turning a 'blind eye' to the Vyapam scam of Madhya Pradesh.
206,Employee (India),Use conventional military force,India,2015-12-29,'Congress workers and leaders launched an attack on a BJP procession in Guwahati.
207,Central Bureau of Investigation,Use conventional military force,India,2015-12-29,"Notwithstanding ongoing cases in courts and raids conducted by the Central Bureau of Investigation at his residence, he remains unperturbed."
208,India,Praise or endorse,Karunanidhi,2015-12-29,"CHENNAI,TAMIL NADU Tamil Nadu Congress Committee (TNCC) president E.V.K.S. Elangovan, on Tuesday, welcomed the remarks of DMK president M. Karunanidhi on an alliance between the two parties and said the message would be communicated to the Congress high command."
209,Intellectual (India),Demonstrate or rally,India,2015-12-29,"GUWAHATI: Leading citizens, intellectuals and activists on Monday staged a protest on the banks of the historic Dighalipukhuri pond in the heart of Guwahati against the ongoing construction of a war memorial attached to the waterbody."
210,Activist (India),Demonstrate or rally,India,2015-12-29,"GUWAHATI: Leading citizens, intellectuals and activists on Monday staged a protest on the banks of the historic Dighalipukhuri pond in the heart of Guwahati against the ongoing construction of a war memorial attached to the waterbody."
211,India,Host a visit,Xi Jinping,2015-12-29,Modi's visit like that of Chinese President Xi Jinping's trip to India last year focussed more on do-ables while stepping engagement to resolve boundary dispute and measures to deal with issue of incursions.
212,India,Host a visit,Ali Tayyebnia,2015-12-29,Iran’s Economy Minister Tayyebnia is visiting India for a bilateral Joint Commission meeting co-chaired by Indian External Affairs Minister Sushma Swaraj.
213,India,Host a visit,Li Yuanchao,2015-12-29,"This year saw a series of high-level visits from both sides, including Prime Minister Narendra Modi's trip to Beijing, External Affairs Minister Sushma Swaraj and Home Minister Rajnath Singh's visits to China and Chinese Vice President Li Yuanchao's trip to India."
214,India,Host a visit,Ali Tayyebnia,2015-12-29,Iran's Economy Minister Tayyebnia is visiting India for a bilateral Joint Commission meeting co-chaired by Indian External Affairs Minister Sushma Swaraj.
215,India,Host a visit,Narendra Modi,2015-12-29,"NOIDA: Ahead of Prime Minister Narendra Modi's scheduled visit to Noida on December 31, officials from the intelligence bureau, special protection group (SPG), UP Police and GB Nagar district administration held an advanced security liason meeting here on Monday."
216,India,Host a visit,Narendra Modi,2015-12-29,"Addressing the national conference of Dalit entrepreneurs organised by the Dalit Indian Chambers of Commerce and Industry (DICCI) in the capital, Mr. Modi said that nearly 80 lakh people have been granted loans worth Rs.50,000 crore without any collateral under the PM’s Mudra scheme in its first eight months."
217,India,Host a visit,E.S.L. Narasimhan,2015-12-29,"After arriving at the Puttaparthi airport by a special aircraft from Hyderabad, Mr. Narasimhan and Mr. Naidu reached the venue of the programme at Srinagar Colony here by a helicopter."
218,India,Host a visit,N. Chandrababu Naidu,2015-12-29,"After arriving at the Puttaparthi airport by a special aircraft from Hyderabad, Mr. Narasimhan and Mr. Naidu reached the venue of the programme at Srinagar Colony here by a helicopter."
219,India,Host a visit,Ali Tayyebnia,2015-12-29,"Iran's influential minister of economic affairs and finance, Ali Tayyebnia, visited New Delhi last weekend for the first ever meeting of a new trade-cum-diplomatic mechanism set up by the two countries in a bid to inject speed in long-stuck projects like Chabahar."
220,India,Host a visit,Engineer (Belgium),2015-12-29,"The Belgian Engineer likes to travel cruises until he settled in Egypt in the early nineteenth century after his stay in India for a while, and decided to build private mansion near the Egyptian capital, but he wanted him to be the privileged position in its location and design to لينجذب people centered around it."
221,Government (India),Provide humanitarian aid,India,2015-12-29,"Thanking the Centre for the package, Mr Fadnavis said it is the biggest ever relief given by a Central government to Maharashtra."
222,Police (India),Confiscate property,India,2015-12-29,"Acting on a tip-off, a joint team of SOG and Rishikesh Police raided a house in Awas Vikas Colony and arrested a woman named Sheela, who originally belongs to West Bengal, from there."
223,Military (India),Mobilize or increase armed forces,India,2015-12-29,A team of bomb disposal squad and dog squad has also been deployed in the area.
224,India,Engage in symbolic act,Freedom Fighter (India),2015-12-29,Modi is expected to visit Dhudike village - the birthplace of Lala Lajpat Rai - in Moga district on January 28 to pay tributes to the freedom fighter.
225,Citizen (India),Make optimistic comment,India,2015-12-29,"New Delhi, Dec. 30 -- When Khumbha Ram moved the Supreme Court in September 2010, seeking a re-trial against his daughter's alleged killers over dowry demands, he hoped the final stop in a long road to justice would bring him speedy closure."
226,Citizen (India),Make optimistic comment,India,2015-12-29,"NEW DELHI, Dec. 30 -- When Khumbha Ram moved the Supreme Court in September 2010, seeking a re-trial against his daughter's alleged killers over dowry demands, he hoped the final stop in a long road to justice would bring him speedy closure."
227,India,Reject,Court Judge (India),2015-12-29,He approached the high court for relief as a Mysuru court had rejected his bail plea.
228,Sukhbir Singh Badal,Provide economic aid,India,2015-12-29,"Earlier, Sukhbir distributed development grants worth crores of rupees to the villages of Chak Jandwala, Chak Panjkohi, Chak Kabarwala, Roranwala and Kharunj during his sangat darshan programmes."
229,India,Coerce,Citizen (India),2015-12-29,"MANGALURU,KARNATAKA The district executive of the Dakshina Kannada unit of the BJP in its meeting here Tuesday decided to shortlist candidates for the coming zilla panchayat and taluk panchayat elections within a week."
230,India,Engage in negotiation,Pakistan,2015-12-29,"All that was needed was for India and Pakistan to hold irreversible talks at any desperate level, and if nothing came out of them, to continue talking."
231,Cabinet / Council of Ministers / Advisors (India),Make statement,India,2015-12-30,"Addressing a press conference here on Wednesday, CPI State secretary K. Ramakrishna said that the Telugu Desam Party (TDP) has lured the unemployed youth with its slogan jobu kavalante babu ravali and promised to fill all vacant posts in the State."
232,Information / Communication / Transparency Ministry (India),Make statement,India,2015-12-30,"He said that in 2016, facility of special buses would be extended to girls studying in technical and other colleges in the remaining districts."
233,Oommen Chandy,Make statement,India,2015-12-30,"SIVAGIRI,KERALA Chief Minister Oommen Chandy has said that the government will launch a research centre for those interested in studying the life and teachings of social reformer Sree Narayana Guru."
234,Information / Communication / Transparency Ministry (India),Make statement,India,2015-12-30,"Stating that the provision of safe and convenient transport facility to girls studying in colleges was one of the priorities of the state government, Panwar said that these buses had been started in Faridabad, Palwal, Nuh, Ambala and Panchkula in the first phase of the scheme."
235,Sukhbir Singh Badal,Make statement,India,2015-12-30,"Addressing a gathering at village Sajrana village on the last day of his ongoing 'sangat darshan' programme, Sukhbir said the area affected by waterlogging had been reduced to mere 60,000 acre from 1,06,000 acres earlier."
236,Foreign Affairs (India),Make statement,India,2015-12-30,He said India believed that the stakeholders already had a framework for solution to the crisis and the parties could solve the issue if they were serious.
237,Oommen Chandy,Make statement,India,2015-12-30,He said the government had strived to instil the teachings of Sree Narayana Guru in the youth.
238,Rajiv Pratap Rudy,Make statement,India,2015-12-30,"Varanasi, Dec. 30 -- Rajiv Pratap Rudy, union minister for state for skill development and entrepreneurship (independent charge), has said that Varanasi will be created as a hub of skill development."
239,Sukhbir Singh Badal,Provide economic aid,India,2015-12-30,"Earlier, Sukhbir distributed development grants worth crores of rupees to the villages of Chak Jandwala, Chak Panjkohi, Chak Kabarwala, Roranwala and Kharunj during his sangat darshan programmes."
240,India,Make an appeal or request,Citizen (India),2015-12-30,"LUCKNOW: In a bid to address the shortage of traffic cops in Lucknow, the state government on Tuesday asked officials to ensure the availability of at least 300 home guards to the Lucknow district administration for the traffic system in the first week of January."
241,India,Make an appeal or request,Other Authorities / Officials (India),2015-12-30,"NEW DELHI, Dec 30 (Reuters) - India asked authorities in and around its capital on Wednesday to crack down immediately on overloaded lorries, illegally parked cars and vehicles emitting visible smoke in the world's most polluted city."
242,Women (India),Make an appeal or request,India,2015-12-30,"He added that they have asked all pubs and restaurants under their jurisdiction to keep the mandatory legal permits handy for the customers, as per the rules and regulations"
243,Representatives (India),Express intent to meet or negotiate,India,2015-12-30,"Representatives from four more states will visit the hub soon, officials said."
244,Foreign Affairs (Syria),Express intent to meet or negotiate,India,2015-12-30,Diplomatic sources also informed that Syrian Foreign Minister Walid Moalem is expected to visit New Delhi soon.
245,Citizen (India),Express intent to meet or negotiate,India,2015-12-30,"Mitra heads to New Delhi on Thursday to take over as secretary in the ministry of road, transport and highways."
246,India,"Arrest, detain, or charge with legal action",Citizen (India),2015-12-30,LUCKNOW: Samajwadi Party leader and chairman of Processing and Construction Cooperative Federation Limited (PACCFED) Totaram Yadav was arrested in Mainpuri on Wednesday for alleged booth capturing during the recent panchayat elections in UP.
247,India,"Arrest, detain, or charge with legal action",Citizen (India),2015-12-30,"GWALIOR, Dec. 31 -- Jeevan Samriddhi chitfund company director Mahesh Motewar was arrested in Pune on Wednesday."
248,India,"Arrest, detain, or charge with legal action",Separatist (India),2015-12-30,"Meanwhile, another separatist Masarat Alam was re-arrested in Jammu."
249,India,"Arrest, detain, or charge with legal action",Media Personnel (India),2015-12-30,"Our leaders are being undemocratically arrested by police,' Singh said, after BJP state general secretary Bijoy Gupta and spokesperson Rupam Goswami were arrested at LGBI airport here on Tuesday."
250,India,"Arrest, detain, or charge with legal action",Bharatiya Janata,2015-12-30,"Our leaders are being undemocratically arrested by police,' Singh said, after BJP state general secretary Bijoy Gupta and spokesperson Rupam Goswami were arrested at LGBI airport here on Tuesday."
251,India,"Arrest, detain, or charge with legal action",Citizen (India),2015-12-30,"BARWANI, Dec. 31 -- Five people were arrested on Wednesday by the forest department in connection with illegal felling of 673 teakwood trees in the Pansemal forest range of Barwani district."
252,India,"Arrest, detain, or charge with legal action",Children (India),2015-12-30,"Chandigarh, Dec. 31 -- The police arrested a 41-year-old man and a 21-year-old youth for allegedly abducting a minor girl from her residence in Kishangarh on Tuesday."
253,India,"Arrest, detain, or charge with legal action",Men (India),2015-12-30,"Chandigarh, Dec. 31 -- The police arrested a 41-year-old man and a 21-year-old youth for allegedly abducting a minor girl from her residence in Kishangarh on Tuesday."
254,India,"Arrest, detain, or charge with legal action",Criminal (China),2015-12-30,"CHITTOOR,ANDHRA PRADESH The Kadapa police on Wednesday brought the three Chinese red sanders smugglers and their New Delhi-based partner, who were arrested in New Delhi recently, to Kadapa."
255,India,"Arrest, detain, or charge with legal action",Children (India),2015-12-30,"HYDERABAD: Two of the three youth from the city , who were arrested in Nagpur for their attempt to join the Islamic State (IS), had a strong passion for weapons They wanted to undergo `militant training' before taking up 'jihad'."
256,India,"Arrest, detain, or charge with legal action",Party President (Samajwadi Janata Party),2015-12-30,LUCKNOW: Samajwadi Party leader and chairman of Processing and Construction Cooperative Federation Limited (PACCFED) Totaram Yadav was arrested in Mainpuri on Wednesday for alleged booth capturing during the recent panchayat elections in UP.
257,India,Criticize or denounce,Association of American Publishers,2015-12-30,"NEW DELHI, Dec. 31 -- Trouble is brewing in the city bureaucracy with senior officers of the Delhi, Andaman and Nicobar Islands Civil Service (DANICS) deciding to go on mass leave on Thursday, protesting the 'illegal' suspension of two colleagues by the AAP government."
258,Party Member (India),Criticize or denounce,India,2015-12-30,"Though majority of the councillors had welcomed the decision, the ineligible candidates have expressed their resentment against the state government's decision."
259,India,Criticize or denounce,Citizen (India),2015-12-30,"New Delhi, Dec. 31 -- Trouble is brewing in the city bureaucracy with senior officers of the Delhi, Andaman and Nicobar Islands Civil Service (DANICS) deciding to go on mass leave on Thursday, protesting the 'illegal' suspension of two colleagues by the AAP government."
260,India,Criticize or denounce,Citizen (India),2015-12-30,"NEW DELHI, Dec. 31 -- Trouble is brewing in the city bureaucracy with senior officers of the Delhi, Andaman and Nicobar Islands Civil Service (DANICS) deciding to go on mass leave on Thursday, protesting the 'illegal' suspension of two colleagues by the AAP government."
261,India,Criticize or denounce,Association of American Publishers,2015-12-30,"New Delhi, Dec. 31 -- Trouble is brewing in the city bureaucracy with senior officers of the Delhi, Andaman and Nicobar Islands Civil Service (DANICS) deciding to go on mass leave on Thursday, protesting the 'illegal' suspension of two colleagues by the AAP government."
262,Citizen (India),"Defy norms, law",India,2015-12-30,"District mining officer Chartanjit Singh complained to the police that Jasbir Singh, a resident of Chhote Bille village, and Harpreet Singh, a resident of Raipur Arian village, violated the orders of the Punjab and Haryana high court by indulging in the illegal mining of sand in the area."
263,India,Demand,Central Bureau of Investigation,2015-12-30,"Justice Siddharth Mridul came down heavily on a special CBI court in Delhi, which on two separate occasions ordered CBI probes into allegation of corruption against two former Research and Analysis Wing (RAW) officers."
264,Head of Government (Nepal),Make a visit,India,2015-12-30,"Most of the Nepalese premiers have visited India, ahead of China."
265,Sonia Ghandi,Make a visit,India,2015-12-30,Varkala (Kerala) Dec 30 (IANS) Congress president Sonia Gandhi on Wednesday arrived here in Kerala as the chief guest of the 83rd annual Sivagiri pilgrimage celebrations.
266,N. Chandrababu Naidu,Make a visit,India,2015-12-30,"After arriving at the Puttaparthi airport by a special aircraft from Hyderabad, Mr. Narasimhan and Mr. Naidu reached the venue of the programme at Srinagar Colony here by a helicopter."
267,Barack Obama,Make a visit,India,2015-12-30,"Obama’s visit to New Delhi saw India and US reaching an understanding on the outstanding issue of liability, which has been hindering commercial implementation of the 2008 civil nuclear agreement."
268,E.S.L. Narasimhan,Make a visit,India,2015-12-30,"After arriving at the Puttaparthi airport by a special aircraft from Hyderabad, Mr. Narasimhan and Mr. Naidu reached the venue of the programme at Srinagar Colony here by a helicopter."
269,Tony Abbott,Make a visit,India,2015-12-30,The agreement was signed during the then Australian Prime Minister Tony Abbott's visit to New Delhi.
270,Shinzo Abe,Make a visit,India,2015-12-30,"The reaching of agreement on a bilateral civil nuclear cooperation agreement with Japan during Prime Minister Abe’s visit to India on December 12, 2015 brought to a close five years of negotiation on this issue."
271,Haider Al-Abadi,Make a visit,India,2015-12-30,"On Tuesday, Mr Abadi flew into Ramadi and toured the city even as operations were underway."
272,Combatant (India),Use unconventional violence,India,2015-12-30,“Trained fighters to carry out attacks in India during New Year celebrations.
273,Shivraj Singh Chouhan,Investigate,India,2015-12-30,"During his tour to rural areas, Chouhan also examined irrigation and potable water facilities."
274,India,Consult,Pakistan,2015-12-30,"After months of disruptions, New Delhi will host a meeting of the transport secretaries of India and Pakistan."
275,Pakistan,Consult,India,2015-12-30,"After months of disruptions, New Delhi will host a meeting of the transport secretaries of India and Pakistan."
276,India,Host a visit,Sonia Ghandi,2015-12-30,Varkala (Kerala) Dec 30 (IANS) Congress president Sonia Gandhi on Wednesday arrived here in Kerala as the chief guest of the 83rd annual Sivagiri pilgrimage celebrations.
277,India,Host a visit,Barack Obama,2015-12-30,"Obama’s visit to New Delhi saw India and US reaching an understanding on the outstanding issue of liability, which has been hindering commercial implementation of the 2008 civil nuclear agreement."
278,India,Host a visit,Shinzo Abe,2015-12-30,"The reaching of agreement on a bilateral civil nuclear cooperation agreement with Japan during Prime Minister Abe’s visit to India on December 12, 2015 brought to a close five years of negotiation on this issue."
279,India,Host a visit,Head of Government (Nepal),2015-12-30,"Most of the Nepalese premiers have visited India, ahead of China."
280,India,Host a visit,E.S.L. Narasimhan,2015-12-30,"After arriving at the Puttaparthi airport by a special aircraft from Hyderabad, Mr. Narasimhan and Mr. Naidu reached the venue of the programme at Srinagar Colony here by a helicopter."
281,India,Host a visit,N. Chandrababu Naidu,2015-12-30,"After arriving at the Puttaparthi airport by a special aircraft from Hyderabad, Mr. Narasimhan and Mr. Naidu reached the venue of the programme at Srinagar Colony here by a helicopter."
282,India,Host a visit,Haider Al-Abadi,2015-12-30,"On Tuesday, Mr Abadi flew into Ramadi and toured the city even as operations were underway."
283,India,Host a visit,Tony Abbott,2015-12-30,The agreement was signed during the then Australian Prime Minister Tony Abbott's visit to New Delhi.
284,India,Praise or endorse,Environment Department/Ministry (India),2015-12-30,MUMBAI: State environment minister Ramdas Kadam (Shiv Sena) and Bhai Jagtap (Congress) won two MLC seats in the city.
285,India,Praise or endorse,Congress (India),2015-12-30,MUMBAI: State environment minister Ramdas Kadam (Shiv Sena) and Bhai Jagtap (Congress) won two MLC seats in the city.
286,India,Praise or endorse,Party Member (India),2015-12-30,"Mysuru,KARNATAKA Janata Dal (Secular) candidate N. Appaji Gowda won the Legislative Council elections in Mandya, by defeating his nearest rival L.R. Shivarame Gowda (Congress) by a margin of 642 votes."
287,Intelligence (India),Use conventional military force,India,2015-12-30,"JAIPUR: Nearly 65 kilograms of ketamine, popularly known as the `date rape drug', was seized in a raid conducted by the Directorate of Revenue Intelligence (DRI) at a factory in Alwar's Bhiwadi area."
288,Citizen (India),Demonstrate or rally,India,2015-12-30,"Jalandhar, Dec. 31 -- Residents of Bhogpur town in the district on Tuesday held a protest against the Ferozepur railway division by sitting on the railway track, pressing their longpending demand for making the Bhogpur-Sirwal junction one of the stoppage points of the main trains passing through the area."
289,India,"Return, release person(s)",Citizen (India),2015-12-30,"“All offenders, who are released from jail, on bail or after serving conviction, are being monitored and at the same time offenders with typical MO such as chain snatchers and house breakers are being monitored on a regular basis."
290,India,"Return, release person(s)",Citizen (India),2015-12-30,"VISAKHAPATNAM,ANDHRA PRADESH All offenders, who are released from jail, are being monitored, says Commissioner The reported overall crime in the 2015 has dropped marginally over the previous year."
291,Congress (India),"Accede to demands for change in institutions, regime",India,2015-12-30,Amarinder announced that all Sikhya Providers would be regularised after the Congress formed government in Punjab.
292,Aam Aadmi Party,Threaten,India,2015-12-30,"CHANDIGARH: At a time when the Aam Aadmi Party (AAP) is threatening to poach on Congress and Shiromani Akali Dal (SAD) leaders in Punjab, Punjab Congress president and former chief minister Capt Amarinder on Tuesday reached out to his former political rival Partap Bajwa over coffee."
293,Nepal,Engage in diplomatic cooperation,India,2015-12-30,"Receiving a memorandum submitted by Reporters Club Chairman Rishi Dhamala for taking initiatives to improve the deteriorating ties between Nepal and India on Wednesday, Rae said, “The problems of Madhes is political, so it should be resolved thorugh dialogue."
294,India,Engage in diplomatic cooperation,Nepal,2015-12-30,"Receiving a memorandum submitted by Reporters Club Chairman Rishi Dhamala for taking initiatives to improve the deteriorating ties between Nepal and India on Wednesday, Rae said, “The problems of Madhes is political, so it should be resolved thorugh dialogue."
295,India,Make optimistic comment,Citizen (India),2015-12-30,"RANCHI, Dec. 31 -- Twenty-fifteen saw a new government in Jharkhand that raised the hopes and expectations of people in the state who had a reason to be optimistic."
296,India,Deny responsibility,Children (India),2015-12-30,"Srinagar,NATIONAL Separatist Aasiya Andrabi, who heads the all-woman group Dukhtaran-e-Millat (DeM), on Wednesday denied the statements made by three arrested Hyderabad youths that they were meeting Andrabi to join the Islamic State (IS)."
297,India,Host a visit,Tenzin Gyatso,2015-12-31,"Tsering said the concept of democratisation of the Tibetan administrative system was developed when the Dalai Lama visited China and India in 1954-56, where he observed two complete contradictory forms of governments."
298,India,Host a visit,Barack Obama,2015-12-31,"US President Barack Obama's visit to India as the Republic Day chief guest was considered a major coup for Modi, who generated positive chatter with his continuous engagement with world leaders and CEOs for his “Make-inIndia“ and “ease of doing business“ pitches."
299,India,Host a visit,Narendra Modi,2015-12-31,"NOIDA: Ahead of Prime Minister Narendra Modi's maiden visit to Noida on Thursday, the RWA federations of Noida (FONRWA) and NCR (CONRWA) have urged him to address the long-pending demand of Noida residents - a toll-free DND."
300,India,Host a visit,Ranil Wickremasinghe,2015-12-31,The Minister said the issue hadn’t been discussed during Prime Minister Ranil Wickremesinghe recent visit to New Delhi.
301,India,Host a visit,Pranab Mukherjee,2015-12-31,Mukherjee visited Karnataka on December 22 and 23 to attend various programmes.
302,India,"Arrest, detain, or charge with legal action",Citizen (India),2015-12-31,"Tirunelveli,TAMIL NADU The city and district police detained 228 persons under the Goondas Act in 2015."
